,AAPL,AMZN,BNB,BTC,ETH,GOOGL,META,MSFT,TSLA,XRP
2021-03-22,464.58,191.66,479.54,65421.76,1710.8320000000003,140.43,125.26,372.08,197.29,1.47869
2021-03-23,466.61,182.43,504.84,64284.52,1195.54,143.61,122.16,372.71,197.87,1.493157
2021-03-24,460.09,192.31799999999998,548.1,69185.32,1218.54,141.93,122.32,369.16,196.76,1.54712
2021-03-25,453.37,170.88,554.69,74449.48,1211.35,146.85,122.83,369.61,196.97,1.501455
2021-03-26,446.05,176.86,870.5219999999999,68964.89,1179.47,145.39,125.4,368.46,195.14,1.60005
2021-03-27,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-03-28,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-03-29,448.13,184.97,517.83,72575.34,1217.94,140.43400000000003,123.22,373.77,201.42,1.743975
2021-03-30,448.73,185.43,545.02,65638.78,1395.606,143.65,123.13,379.98,196.036,1.755218
2021-03-31,443.72,184.43,558.96,65870.398,1303.96,141.54,124.65,384.69,202.61,1.605627
2021-04-01,454.23,185.44,563.1,60586.42,1327.88,137.53,128.62,370.24,196.91,1.567516
2021-04-02,451.87,186.64,582.49,57598.25,1330.49,138.03,131.8,389.59000000000003,198.806,1.573002
2021-04-03,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-04,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-05,444.61,192.77,611.96,58353.49,1370.54,138.03,133.22,375.56,197.86,1.690448
2021-04-06,450.54,189.86,621.68,64879.37,1399.56,140.626,132.23,376.46,198.74,1.643092
2021-04-07,441.61,178.2,626.71,59189.53,1379.96,129.36,129.7,380.18,197.48,1.51031
2021-04-08,446.02,175.87,592.66,52287.11,1378.52,133.79,126.94,378.596,200.88,1.542741
2021-04-09,455.35,173.51,538.12,56679.943999999996,1408.34,135.67,122.4,378.07,197.33,1.638724
2021-04-10,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-11,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-12,460.34,170.48,527.39,54430.54,1601.036,132.89,122.86,372.11,197.45,1.611253
2021-04-13,450.49,176.7,486.37,51525.0,1343.28,129.95,121.99,378.65,196.76,1.537195
2021-04-14,456.97,174.74,490.56,52633.48,1348.29,128.26,124.38,377.69,197.42,1.552435
2021-04-15,458.73,168.13,484.95,51907.85,1508.51,127.79,121.49,378.99,197.91,1.537414
2021-04-16,453.65,171.24,511.76,52779.35,1351.04,131.748,121.86,383.98,200.16,1.516835
2021-04-17,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-18,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-19,455.33,168.4,507.84,55967.06,1379.13,131.748,123.13,382.97,201.03,1.508012
2021-04-20,456.53,164.69,483.52,56838.57,1324.83,128.44,123.21,382.47,199.31,1.5755446000000002
2021-04-21,457.09,181.144,527.78,62235.134,1365.49,127.9,123.83,377.11,197.52,1.472463
2021-04-22,458.68,169.36,520.57,61663.804000000004,1328.19,123.11,123.55,381.61,193.84,1.556775
2021-04-23,444.59,176.04,557.75,60900.18199999999,1374.18,130.52,122.36,380.34,192.43,1.583966
2021-04-24,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-25,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-04-26,455.32,184.17,510.73,73880.71,1336.38,133.42,122.2,387.02,194.43,1.620034
2021-04-27,456.11,185.6,536.75,72717.99,1347.51,131.1,120.13,391.21,195.82,1.645291
2021-04-28,467.45,187.91199999999998,541.74,76737.36,1353.85,130.0,118.69,383.72,197.6,1.688889
2021-04-29,461.57,192.98,518.86,74107.93,1601.036,130.38,117.89,376.09,199.28,1.690902
2021-04-30,464.36,186.13,487.61,79985.23,1754.4740000000002,134.19,118.62,376.91,195.5,1.688791
2021-05-01,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-02,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-03,456.83200000000005,187.51,476.66,65929.93,1274.71,135.83,118.73,373.82,196.78,1.615801
2021-05-04,461.97,184.96,489.37,74037.16,1222.14,133.79,120.45,375.6,195.25,1.610905
2021-05-05,455.64,180.08,470.62,76824.94,1232.27,136.76,118.8,372.94,195.68,1.637988
2021-05-06,460.0,185.0,477.42,70586.5,1242.95,136.1,118.93,373.95,198.25,1.651093
2021-05-07,457.96,181.69,474.74,71602.21,1245.49,132.7,117.09,369.57,198.27,1.645136
2021-05-08,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-09,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-10,459.44,187.58,518.49,64798.85,1218.61,131.24,117.43,375.15,202.33,1.751452
2021-05-11,457.56,193.44,545.67,60590.93,1246.64,129.68,120.52,380.77,200.33,1.772378
2021-05-12,454.67,190.05,547.39,62259.87,1332.71,131.95,116.42,383.93,200.58,1.809986
2021-05-13,442.84,196.5,604.6,64546.46,1170.2640000000001,133.83,116.24,382.32,200.8,1.760367
2021-05-14,445.8,186.1,571.02,60442.61,1277.18,133.29,119.39,387.61,199.786,1.700249
2021-05-15,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-16,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-17,456.54,188.31,600.84,61346.66,1373.75,131.7,119.25,385.74,200.42,1.692931
2021-05-18,453.65,183.79,614.71,64005.67,1348.07,128.26,121.68,385.31,199.7,1.667533
2021-05-19,451.16,186.9,685.21,58825.786,1378.95,130.87399999999997,124.17,387.41,201.05,1.66661
2021-05-20,449.03,180.81,668.34,83097.41,1181.14,134.3,126.47999999999999,388.94,197.6,1.718145
2021-05-21,466.54,175.95,645.58,61054.66,1417.13,135.37,125.92,385.98,198.84,1.693438
2021-05-22,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-23,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-24,464.2,187.91,591.66,53239.28,1559.41,133.9,127.72,391.94,200.15,1.604547
2021-05-25,469.48,193.33,605.3,57564.69,1530.37,136.33,131.55,386.31,202.24,1.508332
2021-05-26,456.03,189.68,566.44,56979.15,1467.93,134.45,132.69,388.15,200.17,1.448088
2021-05-27,445.85,185.89,559.59,60830.23,1476.76,132.06,135.0,385.24,204.15,1.476164
2021-05-28,451.01,189.054,588.29,62760.9,1490.9,130.86,135.47,379.9,205.54,1.443953
2021-05-29,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-30,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-05-31,458.22,191.39,608.0,75802.58,1401.06,129.39,130.35,381.83,199.87,1.356626
2021-06-01,447.2,192.02,632.86,82107.62,1434.55,132.63,128.37,379.17,196.24,1.45159
2021-06-02,451.14,192.35,663.93,78952.56599999999,1392.33,134.0,128.26,372.77,196.68,1.363927
2021-06-03,440.44,193.36,656.86,90106.14,1399.03,133.12,124.36,373.89,199.97,1.351708
2021-06-04,446.24,194.07,634.27,86184.5,1421.14,132.35,124.22,379.73,201.27,1.355628
2021-06-05,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-06,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-07,443.15,191.48,601.94,102318.63,1495.32,129.19,122.82,390.92,199.4,1.315518
2021-06-08,456.67,183.41,652.31,115117.44,1452.99,132.22,123.51,385.34,201.84,1.313042
2021-06-09,456.66,194.464,633.89,112399.03,1377.31,135.91,122.77,382.62,199.67,1.262506
2021-06-10,457.4,183.48,580.93,108496.21,1443.15,134.16,121.41,376.59,199.12,1.221286
2021-06-11,467.6,187.99,611.89,99913.44,1443.02,135.75,122.6,377.77,204.55,1.227749
2021-06-12,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-13,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-14,456.98,195.21,560.13,81516.94,1386.97,135.7,123.85,379.56,201.94,1.31463
2021-06-15,459.74,194.38,556.05,80342.02,1334.66,129.83,123.05,384.47,199.79,1.410668
2021-06-16,449.75,192.73,576.12,82367.18,1371.28,129.01,123.73,381.22,200.04,1.413899
2021-06-17,453.60600000000005,203.39,608.38,82807.32,1402.86,125.23,121.26,385.98,199.67,1.427702
2021-06-18,455.2,200.23,646.18,81965.09,1343.5179999999998,122.97,121.87,388.93,201.04,1.415867
2021-06-19,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-20,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-21,456.68,193.44,575.42,73896.46,1458.84,122.23,122.05,382.0,197.05599999999998,1.425285
2021-06-22,457.27,203.43,608.0,69523.83,1401.39,127.56,122.99,377.94,197.77,1.486028
2021-06-23,459.73,202.13,565.92,64381.83,1476.71,130.06,123.7,382.41,199.65,1.470818
2021-06-24,470.47,201.36,618.19,64229.43,1487.72,133.75,126.03,382.73,200.09,1.49614
2021-06-25,471.98,199.67,551.06,65302.58,1431.26,135.33,126.44,389.07,203.4,1.478365
2021-06-26,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-27,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-06-28,462.29,193.93,557.94,56989.21,1393.6,132.85,125.74,386.27,203.64,1.531696
2021-06-29,456.75,187.77,484.4,70816.492,1228.268,131.02400000000003,125.49600000000001,385.24,204.07,1.658892
2021-06-30,458.57,186.35,484.71,51648.74,1279.1,128.86,130.29,386.0,202.91,1.8201359999999998
2021-07-01,457.51,191.7,510.03,53224.1,1250.08,127.62,130.64,382.94,202.31,1.663951
2021-07-02,450.9,185.42,525.78,53120.49,1400.452,127.52,130.93,378.8,194.282,1.667424
2021-07-03,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-04,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-05,445.18,187.81,567.15,44009.7,1258.61,128.61,129.95,382.64,198.6,1.872705
2021-07-06,455.79,193.08,585.75,42509.43,1219.54,132.61,131.81,388.3,199.86,1.764168
2021-07-07,454.63,197.14,580.08,46429.69,1284.78,131.24,131.69,385.86,200.66,1.770907
2021-07-08,472.39,193.74,595.04,49202.08,1287.23,128.53,132.7,382.98,204.77,1.768622
2021-07-09,476.26,188.06,596.47,49050.85,1242.64,130.8,130.3,383.02,202.34,1.808589
2021-07-10,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-11,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-12,457.78000000000003,188.61,588.02,54488.95,1288.12,128.67,126.66,388.02,204.25,1.753785
2021-07-13,458.09,186.28,552.97,57995.31,1221.3,128.93,125.3,386.01,204.71,1.809216
2021-07-14,462.15,194.79,578.76,53064.44,1262.27,128.74,125.83,390.87,203.61,1.849155
2021-07-15,458.24,184.92,593.71,57411.024,1232.88,127.93,127.47,388.44,202.42,1.859322
2021-07-16,463.0,189.94,578.43,53328.9,1224.38,121.97,125.26,388.7,203.3,1.964109
2021-07-17,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-18,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-19,460.0,189.56,583.85,57643.56,1244.88,123.96,124.12,391.41,199.06,2.007052
2021-07-20,448.36,193.66,585.08,59099.19,1234.86,142.67199999999997,124.42,386.74,199.59,1.983391
2021-07-21,458.23,197.99,599.62,56513.92,1377.986,127.94,123.26,389.344,195.98,1.980257
2021-07-22,452.32,198.62,610.96,57658.85,1200.96,129.7,126.28,375.83,200.49,1.921535
2021-07-23,454.46,196.98,593.46,55058.41,1228.33,130.09,127.46,374.5,201.59,1.913699
2021-07-24,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-25,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-07-26,450.09,189.48,599.45,57402.48,1098.88,150.13400000000001,127.48,378.59,200.57,2.0637288
2021-07-27,457.87,194.23,616.54,50426.89,1300.592,131.03,127.09,380.52,200.68,1.911473
2021-07-28,460.3,197.74,652.13,52070.17,1180.74,129.47,128.53,388.59,205.31,1.950639
2021-07-29,468.14,197.03,836.1299999999999,53448.53,891.6419999999998,129.12,131.15,397.21,204.97,1.831036
2021-07-30,457.66,186.01,616.92,55332.52,1193.0,126.99,131.12,387.36,208.89,1.788504
2021-07-31,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-01,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-02,461.23,192.03,614.59,66296.97,1270.17,128.66,127.48,388.59,208.71,1.909434
2021-08-03,452.54200000000003,184.15,610.23,65247.33,1256.42,129.55,127.22,384.65,207.65,1.929248
2021-08-04,458.61,183.5,790.0880000000001,71289.02,1243.11,131.07,126.79,388.68,206.51,1.857132
2021-08-05,462.44,189.52,566.99,76036.3,1269.52,129.53,127.08,387.34,211.09,1.917753
2021-08-06,463.96,189.1,564.19,76551.41,1240.24,128.73,129.64,386.31,212.25,1.851041
2021-08-07,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-08,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-09,466.88,192.464,570.17,80315.98,1160.54,130.89,128.53,388.67,204.37,2.1134289999999996
2021-08-10,460.06,196.15,573.08,80424.31,1369.084,130.36,128.83,391.55,199.36,1.877744
2021-08-11,474.1,194.21,654.71,81975.08,1215.84,135.36,130.06,391.03,200.41,1.956589
2021-08-12,466.02,192.67,700.84,88629.93,1207.48,137.87,129.12,388.92,200.17,1.849157
2021-08-13,457.42,196.36,705.09,83334.18,1245.29,140.66,127.95,394.4,202.09,1.892703
2021-08-14,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-15,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-16,462.75,198.82,729.45,88803.68,1259.15,137.49,129.38,394.67,203.86,1.983985
2021-08-17,466.26,196.67,673.78,92541.25,1218.31,144.52,130.25,382.55,206.68,1.837135
2021-08-18,467.2,192.67,683.85,98444.81,1244.3,140.95,132.15,384.5,204.12,1.777364
2021-08-19,456.47,202.61,699.09,96026.51,1248.92,140.35,128.8,385.84,204.34,1.797807
2021-08-20,461.98,210.35,728.47,88792.13,938.476,140.57,127.77,384.82,205.75,1.833915
2021-08-21,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-22,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-23,451.14,208.75,747.99,90063.14,1206.67,138.64,126.91,388.87,205.66,1.888205
2021-08-24,464.78,205.91,743.28,87737.89,1184.8,140.85,135.228,394.98,204.28,1.798584
2021-08-25,462.16,194.29,788.32,81868.72,1151.63,139.63,135.286,394.84,212.138,1.644349
2021-08-26,453.65,195.86,825.94,83019.58,1125.86,139.13,135.12600000000003,391.33,209.68,1.626608
2021-08-27,462.47,199.87,858.42,79159.21,1122.69,140.68,128.51,386.85,214.75,1.732337
2021-08-28,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-29,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-08-30,469.0,190.91,799.37,84472.39,1085.78,140.99,128.22,389.64,215.08,1.754241
2021-08-31,451.64,196.75,888.1,83476.26,1115.17,135.35,128.41,400.34,214.57,1.700126
2021-09-01,457.14,193.28,858.08,83988.65,1091.45,137.73,128.61,397.27,211.276,1.665668
2021-09-02,451.05600000000004,197.36,855.44,88080.98,1002.0619999999999,139.81,127.35,397.12,210.85,1.667585
2021-09-03,463.91,195.63,703.902,88102.28,1088.59,138.58,127.8,391.0,210.23,1.634661
2021-09-04,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-05,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-06,455.62,193.43,980.27,87030.78,1085.82,140.83,127.58,383.81,208.93,1.503976
2021-09-07,476.06,191.46,1062.77,82206.54,1068.46,135.94,124.43,389.79,206.02,1.45376
2021-09-08,446.146,189.6,1095.78,78265.65,907.826,136.73,127.7,394.28,205.92,1.362097
2021-09-09,466.67,190.13,1196.18,77847.85,1022.84,133.81,126.21,394.11,208.6,1.313255
2021-09-10,460.02,192.99,1160.42,91021.6,1037.08,134.74,124.51,392.85,205.25,1.243455
2021-09-11,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-12,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-13,450.96,191.24,1173.87,81720.21,1077.47,133.27,122.71,389.39,205.35,2.3306822
2021-09-14,448.64,188.09,1215.88,72794.55,1086.07,135.35,133.81,393.01,203.43,1.348165
2021-09-15,448.75,192.17,1174.42,73875.78,1142.73,133.78,122.56,391.93,207.95,1.464636
2021-09-16,453.87,193.82,664.488,75356.89,1129.48,131.61,121.43,387.81,208.55,1.486579
2021-09-17,455.94,192.69,1272.82,79816.07,1095.8,132.77,121.77,398.99,209.4,1.490461
2021-09-18,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-19,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-20,446.75,193.92,1291.51,88009.97,1102.57,130.51,123.16,401.78,210.0,1.573414
2021-09-21,460.79,186.19,1280.69,95339.64,1061.34,132.26,125.9,405.71,208.26,1.558596
2021-09-22,458.7,192.65,1236.79,91874.46,1071.75,134.29,124.96,399.22,207.59,1.562846
2021-09-23,456.83,191.72,1230.31,95486.36,1038.91,138.08,126.26,390.81,208.51,1.599661
2021-09-24,461.26,197.99,1265.74,95477.15,1060.98,137.3,125.55,394.26,206.23,1.585992
2021-09-25,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-26,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-09-27,452.13,203.93,1209.94,88362.29,1081.69,134.37,124.79,396.53,204.98,1.501292
2021-09-28,448.57,203.94,1185.76,90438.53,1061.28,134.99,123.43,402.61,204.99,1.528798
2021-09-29,451.23,214.03,1115.72,93310.49,1095.02,136.36,123.87,403.47,209.2,1.540236
2021-09-30,455.77,214.48,1107.06,99749.36,1079.79,137.17,134.05599999999998,398.034,212.84,1.510104
2021-10-01,456.09,213.21,1098.98,93053.23,1047.69,144.58,122.43,394.37,215.84,1.348267
2021-10-02,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-03,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-04,446.15,210.45,1088.76,81242.21,891.16,141.13,125.45,395.1,217.8,1.379251
2021-10-05,451.54,207.67,1165.28,87385.34,885.88,137.14,128.05,392.37,217.5,1.372001
2021-10-06,454.59,212.14,1051.55,93368.73,883.34,138.65,128.11,395.91,215.39,1.319321
2021-10-07,457.99,209.0,1087.95,89786.61,933.53,135.09,126.88,394.66,216.45,2.4056387999999997
2021-10-08,452.7,201.29,1024.38,92299.22,924.06,138.55,128.05,391.43,215.26,1.327042
2021-10-09,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-10,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-11,460.61,199.5,1086.57,95917.35,877.38,143.36,127.07,397.12,214.4,1.346563
2021-10-12,456.72,200.02,1219.74,99006.46,862.46,150.466,126.44,395.21,208.5,1.338935
2021-10-13,463.21,196.7,1261.17,107550.3,822.0,142.62,125.33,405.39,207.74,1.33608
2021-10-14,460.06,193.88,1275.98,110307.45,809.9,146.61,123.85,389.89,209.14,1.345985
2021-10-15,456.18,185.25,1266.49,110763.45,786.69,138.07,125.35,388.12,206.714,1.289291
2021-10-16,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-17,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-18,451.69,192.45,1285.55,126244.02,771.88,138.78,122.68,389.15,208.82,1.397209
2021-10-19,455.15,195.15,1280.27,125373.04,794.1,152.396,123.4,391.63,207.11,1.418635
2021-10-20,452.59,206.5,1274.69,121221.38,781.37,140.78,122.82,402.01,203.82,1.505324
2021-10-21,460.59,203.03,1298.3,113275.28,789.99,141.46,122.4,401.29,202.13,2.5627512
2021-10-22,468.47,193.11,1293.21,119298.61,803.66,144.26,122.91,399.96,202.43,1.640888
2021-10-23,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-24,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-25,460.34,202.36,998.564,125500.57,729.11,137.47,122.56,401.74,203.19,1.794634
2021-10-26,463.25,202.75,1375.87,134209.7,739.71,139.96,121.39,399.09,205.0,1.743148
2021-10-27,466.37,204.44,1380.18,126548.91,732.85,139.52,121.28,396.54,205.47,1.779017
2021-10-28,463.81,195.83,1396.39,128725.69,730.35,136.04,123.23,402.27,206.59,1.685643
2021-10-29,445.97,202.58,1272.52,136142.81,712.52,134.12,121.64,398.43,208.41199999999998,1.664645
2021-10-30,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-10-31,459.8548835341366,203.86717886178863,668.4439870863599,67977.37674937966,1101.7411740890686,155.20323362974938,133.74940794809407,402.88183508488277,213.98829406986192,2.2086419268292685
2021-11-01,435.82,204.45,1280.76,126743.01,675.06,140.84,118.77,395.37,207.99,1.621444
2021-11-02,444.54,205.29,1254.74,125705.94,660.03,142.23,118.75,397.47,206.52,1.707558
