Date,Symbol,Open_x,High_x,Low_x,Close_x,Volume_x,Open_y,High_y,Low_y,Close_y,Volume_y
2020-05-08,TSLA,188.21,188.21,185.78,187.1,5494765.0,,,,,
2020-05-08,XRP,,,,,,1.347544,1.34791,1.296303,1.314841,300817.0
2020-05-11,AAPL,472.24,473.58,472.24,473.54,1550250.0,,,,,
2020-05-11,AMZN,171.63,172.43,171.38,171.84,5020013.0,,,,,
2020-05-11,BNB,,,,,,795.72,803.57,795.72,797.53,30088.0
2020-05-11,BTC,,,,,,14671.76,14671.76,14424.44,14424.73,44470.0
2020-05-11,ETH,,,,,,3034.71,3034.71,2956.67,2961.99,687653.0
2020-05-11,GOOGL,151.79,151.79,146.25,148.0,836078.0,,,,,
2020-05-11,META,129.72,129.72,127.12,127.25,908759.0,,,,,
2020-05-11,MSFT,361.49,361.49,359.53,359.62,3248496.0,,,,,
2020-05-11,TSLA,187.52,189.98,187.52,189.88,4965097.0,,,,,
2020-05-11,XRP,,,,,,1.275289,1.305882,1.275289,1.30561,12488.0
2020-05-12,AAPL,473.21,478.26,473.21,477.0,697174.0,,,,,
2020-05-12,AMZN,171.53,175.75,171.53,173.71,13200108.0,,,,,
2020-05-12,BNB,,,,,,815.83,867.9,815.83,841.15,39514.0
2020-05-12,BTC,,,,,,14877.44,15106.23,14504.81,15018.01,8849.0
2020-05-12,ETH,,,,,,3138.22,3138.22,3120.43,3123.37,248348.0
2020-05-12,GOOGL,147.26,147.26,144.24,144.41,83744461.0,,,,,
2020-05-12,META,127.77,127.77,121.51,124.48,3673377.0,,,,,
2020-05-12,MSFT,358.28,362.03,358.28,361.03,1438702.0,,,,,
2020-05-12,TSLA,189.97,190.11,189.96,189.96,7920616.0,,,,,
2020-05-12,XRP,,,,,,1.249504,1.330947,1.249504,1.296098,269405.0
2020-05-13,AAPL,477.69,477.69,457.87,461.11,17670125.0,,,,,
2020-05-13,AMZN,174.21,174.21,164.45,168.06,2240394.0,,,,,
2020-05-13,BNB,,,,,,801.77,801.77,769.91,772.51,21440.0
2020-05-13,BTC,,,,,,14717.08,15387.29,14581.03,14938.04,6171.0
2020-05-13,ETH,,,,,,3195.54,3395.25,3195.54,3367.47,61835.0
2020-05-13,GOOGL,144.01,146.17,144.01,145.87,791651.0,,,,,
2020-05-13,META,124.64,127.79,124.64,127.61,4505794.0,,,,,
2020-05-13,MSFT,360.76,364.16,359.6,362.72,10407425.0,,,,,
2020-05-13,TSLA,189.35,189.35,188.1,188.42,3248273.0,,,,,
2020-05-13,XRP,,,,,,1.251962,1.291723,1.226208,1.24052,4350072.0
2020-05-14,AAPL,461.69,465.59,461.69,462.75,20889486.0,,,,,
2020-05-14,AMZN,166.5,166.5,159.26,159.82,1303699.0,,,,,
2020-05-14,BNB,,,,,,823.55,823.55,732.9,751.86,263826.0
2020-05-14,BTC,,,,,,13470.55,14235.13,13470.55,14057.18,157080.0
2020-05-14,ETH,,,,,,3636.83,3636.83,3460.71,3487.32,202112.0
2020-05-14,GOOGL,147.91,147.91,140.67,141.98,2600048.0,,,,,
2020-05-14,META,128.02,128.02,125.13,125.15,2627265.0,,,,,
2020-05-14,MSFT,364.18,364.18,354.3,354.3,4317793.0,,,,,
2020-05-14,TSLA,188.59,188.59,185.21,185.8,5980359.0,,,,,
2020-05-14,XRP,,,,,,1.232439,1.238263,1.229502,1.234616,2265931.0
2020-05-15,AAPL,463.5,468.04,463.5,467.35,3740030.0,,,,,
2020-05-15,AMZN,159.65,160.2,159.57,160.08,3079141.0,,,,,
2020-05-15,BNB,,,,,,751.03,769.73,714.21,742.03,246756.0
2020-05-15,BTC,,,,,,14284.61,14284.61,13146.68,13191.53,120171.0
2020-05-15,ETH,,,,,,3590.24,3590.24,3534.21,3537.16,157578.0
2020-05-15,GOOGL,142.45,142.9,141.96,142.77,5047200.0,,,,,
2020-05-15,META,124.61,127.9,124.61,127.77,7585798.0,,,,,
2020-05-15,MSFT,353.15,358.78,353.15,358.4,5792459.0,,,,,
2020-05-15,TSLA,186.11,191.26,186.11,190.11,6849072.0,,,,,
2020-05-15,XRP,,,,,,1.217693,1.253558,1.215069,1.233916,164992.0
2020-05-18,AAPL,470.09,480.67,470.09,479.47,9001616.0,,,,,
2020-05-18,AMZN,159.86,165.8,156.37,160.07,475681.0,,,,,
2020-05-18,BNB,,,,,,753.38,754.65,753.38,754.44,226817.0
2020-05-18,BTC,,,,,,13327.4,13730.55,13226.49,13423.04,217337.0
2020-05-18,ETH,,,,,,3619.37,3619.37,3498.42,3554.68,155068.0
2020-05-18,GOOGL,143.72,144.05,139.68,141.63,11356767.0,,,,,
2020-05-18,META,127.61,127.61,121.58,124.21,7266712.0,,,,,
2020-05-18,MSFT,358.58,359.03,356.03,358.59,6089507.0,,,,,
2020-05-18,TSLA,190.09,193.96,190.09,193.79,2334687.0,,,,,
2020-05-18,XRP,,,,,,1.245018,1.293303,1.245018,1.281661,79018.0
2020-05-19,AAPL,477.6,477.6,467.8,469.06,18545832.0,,,,,
2020-05-19,AMZN,160.73,161.43,160.73,161.03,7833801.0,,,,,
2020-05-19,BNB,,,,,,728.99,776.35,716.54,774.13,1159772.0
2020-05-19,BTC,,,,,,13185.18,13185.18,12136.92,12330.54,315010.0
2020-05-19,ETH,,,,,,3650.61,3667.97,3573.0,3603.36,36866.0
2020-05-19,GOOGL,142.05,143.78,142.05,143.49,4088398.0,,,,,
2020-05-19,META,124.06,124.59,123.61,124.15,3536451.0,,,,,
2020-05-19,MSFT,359.79,359.79,355.16,356.74,3246618.0,,,,,
2020-05-19,TSLA,193.15,193.15,189.58,189.73,7866100.0,,,,,
2020-05-19,XRP,,,,,,1.218074,1.218074,1.20859,1.208851,137225.0
2020-05-20,AAPL,464.7,467.34,460.59,463.76,14024852.0,,,,,
2020-05-20,AMZN,160.17,166.76,160.17,166.68,1820049.0,,,,,
2020-05-20,BNB,,,,,,811.43,811.43,765.09,777.14,289231.0
2020-05-20,BTC,,,,,,11516.69,11550.35,10962.83,11186.48,1339702.0
2020-05-20,ETH,,,,,,3668.34,3751.98,3527.89,3657.64,221077.0
2020-05-20,GOOGL,143.97,148.51,143.97,148.19,12991642.0,,,,,
2020-05-20,META,124.07,124.07,123.71,123.74,18260285.0,,,,,
2020-05-20,MSFT,356.23,359.9,353.77,357.02,3815407.0,,,,,
2020-05-20,TSLA,189.17,192.07,189.17,190.72,16847847.0,,,,,
2020-05-20,XRP,,,,,,1.220716,1.220716,1.202759,1.211152,75060.0
2020-05-21,AAPL,465.78,482.1,461.31,469.2,4444559.0,,,,,
2020-05-21,AMZN,166.16,169.97,165.88,167.91,873909.0,,,,,
2020-05-21,BNB,,,,,,771.16,786.18,740.47,755.9,738802.0
2020-05-21,BTC,,,,,,11169.07,12200.87,11169.07,11930.69,117400.0
2020-05-21,ETH,,,,,,3725.51,3725.51,3568.94,3573.55,750473.0
2020-05-21,GOOGL,147.9,147.9,144.67,146.13,1130027.0,,,,,
2020-05-21,META,122.93,123.9,120.22,123.06,2341821.0,,,,,
2020-05-21,MSFT,358.31,361.74,358.31,361.6,611974.0,,,,,
2020-05-21,TSLA,191.81,192.28,189.97,190.03,1536542.0,,,,,
2020-05-21,XRP,,,,,,1.234539,1.238399,1.215742,1.223541,326604.0
2020-05-22,AAPL,464.95,464.95,455.36,455.81,5455841.0,,,,,
2020-05-22,AMZN,169.9,169.92,162.53,162.86,1608765.0,,,,,
2020-05-22,BNB,,,,,,797.04,808.42,797.04,807.31,140071.0
2020-05-22,BTC,,,,,,12604.89,12868.82,12320.33,12440.52,501630.0
2020-05-22,ETH,,,,,,3603.07,3702.73,3603.07,3659.5,378970.0
2020-05-22,GOOGL,145.19,145.19,141.68,142.22,6069134.0,,,,,
2020-05-22,META,122.77,122.77,120.71,120.82,20151547.0,,,,,
2020-05-22,MSFT,361.69,361.69,358.27,361.07,10990870.0,,,,,
2020-05-22,TSLA,190.05,192.72,190.05,192.17,2061375.0,,,,,
2020-05-22,XRP,,,,,,1.257244,1.287685,1.257244,1.284688,854537.0
2020-05-25,AAPL,455.56,455.56,453.94,454.99,8182615.0,,,,,
2020-05-25,AMZN,165.37,167.89,165.37,167.82,12829229.0,,,,,
2020-05-25,BNB,,,,,,855.11,858.45,852.97,857.55,22584.0
2020-05-25,BTC,,,,,,11035.21,11210.17,10370.86,10797.94,651820.0
2020-05-25,ETH,,,,,,3532.77,3600.34,3532.77,3595.25,11712.0
2020-05-25,GOOGL,143.46,144.49,143.46,144.28,1313227.0,,,,,
2020-05-25,META,120.32,121.24,120.32,121.09,343563.0,,,,,
2020-05-25,MSFT,361.2,361.2,357.87,358.8,2076520.0,,,,,
2020-05-25,TSLA,192.38,192.38,187.99,189.38,2263934.0,,,,,
2020-05-25,XRP,,,,,,1.426038,1.426038,1.401199,1.406779,136140.0
2020-05-26,AAPL,455.06,461.55,455.06,460.5,5554259.0,,,,,
2020-05-26,AMZN,168.94,172.65,167.04,168.56,9465625.0,,,,,
2020-05-26,BNB,,,,,,836.68,836.68,775.65,809.02,84986.0
2020-05-26,BTC,,,,,,11412.32,11412.32,10826.93,10967.37,1752607.0
2020-05-26,ETH,,,,,,3662.27,3689.09,3594.84,3646.27,1250174.0
2020-05-26,GOOGL,144.47,145.55,144.17,144.94,782803.0,,,,,
2020-05-26,META,120.96,123.87,120.96,123.24,2152793.0,,,,,
2020-05-26,MSFT,358.09,363.98,358.09,363.5,2005060.0,,,,,
2020-05-26,TSLA,189.73,195.39,189.73,191.68,4259628.0,,,,,
2020-05-26,XRP,,,,,,1.378312,1.464762,1.378312,1.453281,13647.0
2020-05-27,AAPL,462.64,462.64,457.83,458.32,9829661.0,,,,,
2020-05-27,AMZN,171.11,180.47,171.11,180.16,1068883.0,,,,,
2020-05-27,BNB,,,,,,868.69,868.69,834.4,849.97,91972.0
2020-05-27,BTC,,,,,,11550.09,11550.09,10050.38,10941.59,82529.0
2020-05-27,ETH,,,,,,3493.31,3576.28,3493.31,3546.15,68009.0
2020-05-27,GOOGL,145.49,146.9,145.4,145.72,1875237.0,,,,,
2020-05-27,META,123.43,123.97,123.28,123.63,1944156.0,,,,,
2020-05-27,MSFT,362.06,362.06,361.48,361.62,2159228.0,,,,,
2020-05-27,TSLA,191.29,194.62,191.29,191.5,7345420.0,,,,,
2020-05-27,XRP,,,,,,1.419135,1.523698,1.418057,1.481466,3491468.0
2020-05-28,AAPL,459.66,459.66,447.95,449.07,3493927.0,,,,,
2020-05-28,AMZN,181.3,181.3,176.84,177.03,7659771.0,,,,,
2020-05-28,BNB,,,,,,888.84,903.96,808.63,859.58,844519.0
2020-05-28,BTC,,,,,,10338.94,10463.3,10219.75,10368.64,1372830.0
2020-05-28,ETH,,,,,,3501.43,3538.42,3501.43,3528.04,45998.0
2020-05-28,GOOGL,146.02,149.8,146.02,149.32,10417403.0,,,,,
2020-05-28,META,124.05,124.05,121.68,121.86,3831379.0,,,,,
2020-05-28,MSFT,361.68,362.5,361.68,362.32,2721844.0,,,,,
2020-05-28,TSLA,192.12,195.64,192.12,194.87,828595.0,,,,,
2020-05-28,XRP,,,,,,1.429761,1.501388,1.429761,1.490671,134364.0
2020-05-29,AAPL,452.81,452.81,436.69,441.72,49796040.0,,,,,
2020-05-29,AMZN,174.19,176.73,168.15,174.51,10964668.0,,,,,
2020-05-29,BNB,,,,,,917.14,917.14,897.41,902.85,421866.0
2020-05-29,BTC,,,,,,9944.38,10260.68,9944.38,10228.33,2765950.0
2020-05-29,ETH,,,,,,3431.3,3475.21,3430.31,3454.11,241897.0
2020-05-29,GOOGL,150.69,150.69,140.65,146.55,1409219.0,,,,,
2020-05-29,META,121.93,122.55,119.76,121.27,1441804.0,,,,,
2020-05-29,MSFT,361.49,362.22,361.49,361.62,5829287.0,,,,,
2020-05-29,TSLA,194.9,194.9,192.82,193.32,7054156.0,,,,,
2020-05-29,XRP,,,,,,1.468691,1.526117,1.468691,1.522027,724662.0
2020-06-01,AAPL,443.27,447.68,443.27,445.12,19988229.0,,,,,
2020-06-01,AMZN,173.96,173.96,169.32,170.22,705772.0,,,,,
2020-06-01,BNB,,,,,,876.06,898.81,876.06,897.92,107845.0
2020-06-01,BTC,,,,,,9889.15,9892.14,9262.03,9747.74,118770.0
2020-06-01,ETH,,,,,,3417.23,3533.09,3417.23,3470.46,207222.0
2020-06-01,GOOGL,146.06,150.63,146.06,150.43,2651135.0,,,,,
2020-06-01,META,121.13,123.19,121.13,122.66,806303.0,,,,,
2020-06-01,MSFT,361.41,364.17,361.21,363.06,8535618.0,,,,,
2020-06-01,TSLA,191.9,191.9,188.47,189.49,2597304.0,,,,,
2020-06-01,XRP,,,,,,1.499456,1.556692,1.499456,1.555098,102949.0
2020-06-02,AAPL,446.98,454.36,446.98,453.94,20152797.0,,,,,
2020-06-02,AMZN,171.94,172.62,165.8,170.16,6752015.0,,,,,
2020-06-02,BNB,,,,,,894.34,894.34,841.95,874.8,56397.0
2020-06-02,BTC,,,,,,9804.15,10062.1,9804.15,10018.35,5917955.0
2020-06-02,ETH,,,,,,3396.57,3396.57,3315.85,3331.89,11203.0
2020-06-02,GOOGL,150.74,152.08,148.57,150.37,9001986.0,,,,,
2020-06-02,META,123.08,126.72,122.78,124.11,1216747.0,,,,,
2020-06-02,MSFT,363.15,363.15,360.8,361.06,9257298.0,,,,,
2020-06-02,TSLA,189.87,189.87,187.46,187.53,5470510.0,,,,,
2020-06-02,XRP,,,,,,1.553233,1.625513,1.497759,1.53844,533225.0
2020-06-03,AAPL,454.43,454.43,442.2,444.79,4878455.0,,,,,
2020-06-03,AMZN,171.18,171.18,167.85,168.81,24266638.0,,,,,
2020-06-03,BNB,,,,,,883.35,906.67,871.15,883.62,82247.0
2020-06-03,BTC,,,,,,10181.01,11067.36,10181.01,10829.38,508919.0
2020-06-03,ETH,,,,,,3123.16,3294.32,3123.16,3224.83,40582.0
2020-06-03,GOOGL,148.73,149.22,147.3,148.39,2481790.0,,,,,
2020-06-03,META,123.99,123.99,123.23,123.59,2605917.0,,,,,
2020-06-03,MSFT,359.88,368.76,359.88,367.13,328346.0,,,,,
2020-06-03,TSLA,187.35,195.12,187.35,193.54,56223083.0,,,,,
2020-06-03,XRP,,,,,,1.597631,1.632839,1.575725,1.61958,1250611.0
2020-06-04,AAPL,440.99,456.6,440.99,450.87,109361.0,,,,,
2020-06-04,AMZN,169.73,171.07,168.72,170.31,4464011.0,,,,,
2020-06-04,BNB,,,,,,890.67,894.36,872.9,888.61,179458.0
2020-06-04,BTC,,,,,,10300.06,10453.48,10124.14,10282.95,166715.0
2020-06-04,ETH,,,,,,3181.38,3313.37,3181.38,3264.74,4091362.0
2020-06-04,GOOGL,147.27,147.27,138.65,143.46,9529626.0,,,,,
2020-06-04,META,123.89,123.89,123.76,123.8,21145464.0,,,,,
2020-06-04,MSFT,367.89,367.89,362.04,363.22,556191.0,,,,,
2020-06-04,TSLA,194.2,194.2,190.09,190.18,2343817.0,,,,,
2020-06-04,XRP,,,,,,1.690408,1.690408,1.603444,1.612705,265477.0
2020-06-05,AAPL,451.23,462.95,450.12,456.67,7447437.0,,,,,
2020-06-05,AMZN,170.43,170.43,161.7,161.8,852787.0,,,,,
2020-06-05,BNB,,,,,,968.64,995.94,911.07,942.75,988343.0
2020-06-05,BTC,,,,,,10238.16,10622.21,10238.16,10562.9,79007.0
2020-06-05,ETH,,,,,,3228.04,3229.54,3211.7,3218.91,323081.0
2020-06-05,GOOGL,145.24,145.24,142.86,143.55,2309555.0,,,,,
2020-06-05,META,123.31,123.31,120.15,121.29,602421.0,,,,,
2020-06-05,MSFT,362.87,367.41,362.87,367.13,4653998.0,,,,,
2020-06-05,TSLA,189.7,190.33,188.14,188.51,2544150.0,,,,,
2020-06-05,XRP,,,,,,1.681202,1.681202,1.574159,1.594294,711391.0
2020-06-08,AAPL,454.53,469.2,454.53,469.01,3115592.0,,,,,
2020-06-08,AMZN,161.99,164.11,161.99,163.31,1521769.0,,,,,
2020-06-08,BNB,,,,,,897.77,897.77,850.2,857.63,632935.0
2020-06-08,BTC,,,,,,11567.95,11715.69,11567.95,11692.91,62991.0
2020-06-08,ETH,,,,,,2832.82,2988.09,2832.82,2919.92,670435.0
2020-06-08,GOOGL,144.34,147.15,144.34,146.01,10069742.0,,,,,
2020-06-08,META,121.88,123.52,121.88,123.17,27036340.0,,,,,
2020-06-08,MSFT,366.62,367.34,366.56,366.95,756978.0,,,,,
2020-06-08,TSLA,188.01,190.76,186.84,190.19,8212251.0,,,,,
2020-06-08,XRP,,,,,,1.640327,1.647956,1.629636,1.631009,169185.0
2020-06-09,AAPL,472.9,472.9,464.72,467.73,950987.0,,,,,
2020-06-09,AMZN,163.22,168.55,163.22,165.02,3930416.0,,,,,
2020-06-09,BNB,,,,,,876.89,878.33,868.95,872.99,1939327.0
2020-06-09,BTC,,,,,,12030.66,12258.45,11378.32,11483.63,209798.0
2020-06-09,ETH,,,,,,2830.23,2879.65,2800.01,2845.4,456209.0
2020-06-09,GOOGL,145.77,146.21,145.77,146.11,3984307.0,,,,,
2020-06-09,META,123.65,124.22,123.35,123.87,2106598.0,,,,,
2020-06-09,MSFT,366.94,366.94,359.22,361.71,18507135.0,,,,,
2020-06-09,TSLA,189.78,194.81,189.78,194.37,650502.0,,,,,
2020-06-09,XRP,,,,,,1.657015,1.666576,1.623643,1.652538,271094.0
2020-06-10,AAPL,468.69,468.69,455.12,459.16,4933934.0,,,,,
2020-06-10,AMZN,165.76,173.05,165.76,172.47,3642986.0,,,,,
2020-06-10,BNB,,,,,,813.52,813.52,762.13,795.08,128737.0
2020-06-10,BTC,,,,,,11733.68,12793.16,11733.68,12688.91,207898.0
2020-06-10,ETH,,,,,,2895.94,3033.58,2757.17,2896.13,86640.0
2020-06-10,GOOGL,147.11,147.11,142.0,143.38,2157873.0,,,,,
2020-06-10,META,124.06,124.06,122.19,122.97,559330.0,,,,,
2020-06-10,MSFT,362.14,362.82,360.84,361.53,5390510.0,,,,,
2020-06-10,TSLA,193.81,197.38,193.81,195.47,1638635.0,,,,,
2020-06-10,XRP,,,,,,1.625801,1.625801,1.529406,1.569668,126987.0
2020-06-11,AAPL,456.03,459.08,455.3,458.2,12095752.0,,,,,
2020-06-11,AMZN,174.25,176.6,174.25,175.79,981209.0,,,,,
2020-06-11,BNB,,,,,,811.54,811.54,795.92,804.04,47671.0
2020-06-11,BTC,,,,,,12905.12,12923.88,12663.14,12838.39,104053.0
2020-06-11,ETH,,,,,,2833.82,2868.6,2824.71,2846.09,160246.0
2020-06-11,GOOGL,143.03,149.13,143.03,148.79,6142362.0,,,,,
2020-06-11,META,123.15,123.41,123.15,123.41,1194449.0,,,,,
2020-06-11,MSFT,361.01,362.93,355.73,358.45,3631025.0,,,,,
2020-06-11,TSLA,195.41,195.41,194.01,194.02,5361332.0,,,,,
2020-06-11,XRP,,,,,,1.541253,1.579817,1.540741,1.550784,68215.0
2020-06-12,AAPL,456.86,456.86,455.54,455.9,7596277.0,,,,,
2020-06-12,AMZN,173.67,176.61,173.67,175.81,3336817.0,,,,,
2020-06-12,BNB,,,,,,789.35,789.35,788.13,788.52,242860.0
2020-06-12,BTC,,,,,,13569.43,14303.43,13569.43,14286.39,227675.0
2020-06-12,ETH,,,,,,2634.28,2762.45,2634.28,2707.18,125957.0
2020-06-12,GOOGL,149.89,149.89,146.0,147.47,5293551.0,,,,,
2020-06-12,META,122.07,124.59,122.07,123.88,1309951.0,,,,,
2020-06-12,MSFT,358.25,364.76,358.25,362.84,6222517.0,,,,,
2020-06-12,TSLA,193.98,196.6,193.98,195.69,5775638.0,,,,,
2020-06-12,XRP,,,,,,1.566694,1.566694,1.457567,1.50595,66183.0
2020-06-15,AAPL,456.39,463.09,456.39,461.26,6051103.0,,,,,
2020-06-15,AMZN,175.64,177.4,175.64,176.96,5560524.0,,,,,
2020-06-15,BNB,,,,,,858.84,897.43,858.84,882.49,382890.0
2020-06-15,BTC,,,,,,14677.69,15099.4,14677.69,15011.98,351046.0
2020-06-15,ETH,,,,,,2652.22,2652.22,2570.34,2588.89,61163.0
2020-06-15,GOOGL,147.08,147.08,139.71,140.52,1493304.0,,,,,
2020-06-15,META,124.05,124.67,123.93,123.95,5248644.0,,,,,
2020-06-15,MSFT,363.28,369.68,363.28,365.29,1141138.0,,,,,
2020-06-15,TSLA,195.63,195.63,193.09,193.2,5863194.0,,,,,
2020-06-15,XRP,,,,,,1.540674,1.540674,1.423403,1.472226,24810.0
2020-06-16,AAPL,460.46,471.54,460.46,466.84,5240324.0,,,,,
2020-06-16,AMZN,178.95,178.95,165.18,167.81,9465928.0,,,,,
2020-06-16,BNB,,,,,,911.44,952.24,868.46,901.04,1032878.0
2020-06-16,BTC,,,,,,14198.94,14996.14,14198.94,14388.66,307909.0
2020-06-16,ETH,,,,,,2561.9,2561.9,2500.55,2537.98,115420.0
2020-06-16,GOOGL,140.05,140.53,134.11,137.48,5041394.0,,,,,
2020-06-16,META,123.57,128.0,123.57,127.54,10011166.0,,,,,
2020-06-16,MSFT,364.37,367.1,360.88,362.01,1477706.0,,,,,
2020-06-16,TSLA,193.66,193.66,192.3,192.55,2490861.0,,,,,
2020-06-16,XRP,,,,,,1.421045,1.453072,1.421045,1.440079,6384.0
2020-06-17,AAPL,468.58,468.58,456.74,458.94,3278896.0,,,,,
2020-06-17,AMZN,167.68,173.43,167.68,172.91,6682841.0,,,,,
2020-06-17,BNB,,,,,,898.48,955.19,898.48,951.96,79861.0
2020-06-17,BTC,,,,,,15219.27,15286.22,14864.47,15104.06,1217390.0
2020-06-17,ETH,,,,,,2528.58,2584.15,2528.58,2566.12,1371391.0
2020-06-17,GOOGL,138.57,140.77,138.57,140.58,12176410.0,,,,,
2020-06-17,META,127.53,127.53,126.33,126.39,6538986.0,,,,,
2020-06-17,MSFT,362.3,362.3,361.4,361.58,9277883.0,,,,,
2020-06-17,TSLA,191.57,192.77,190.95,191.67,834259.0,,,,,
2020-06-17,XRP,,,,,,1.43507,1.443707,1.434366,1.4393,40985.0
2020-06-18,AAPL,456.57,464.09,456.57,462.09,11572004.0,,,,,
2020-06-18,AMZN,172.61,179.4,172.61,177.1,4352524.0,,,,,
2020-06-18,BNB,,,,,,972.3,988.13,972.3,982.43,788463.0
2020-06-18,BTC,,,,,,14351.09,15206.17,14351.09,14659.08,45534.0
2020-06-18,ETH,,,,,,2622.31,2622.31,2505.9,2580.23,50624.0
2020-06-18,GOOGL,140.31,142.93,140.31,141.25,989034.0,,,,,
2020-06-18,META,125.6,125.79,124.23,125.15,7534703.0,,,,,
2020-06-18,MSFT,362.15,362.15,361.01,361.61,3124364.0,,,,,
2020-06-18,TSLA,191.88,193.12,191.88,192.74,1753604.0,,,,,
2020-06-18,XRP,,,,,,1.439203,1.472287,1.420228,1.449086,760297.0
2020-06-19,AAPL,463.88,463.88,459.77,459.87,5635565.0,,,,,
2020-06-19,AMZN,177.21,177.21,172.31,173.56,2695837.0,,,,,
2020-06-19,BNB,,,,,,949.78,979.86,949.78,975.96,67120.0
2020-06-19,BTC,,,,,,14520.95,14520.95,14232.74,14239.14,20957.0
2020-06-19,ETH,,,,,,2644.37,2809.5,2456.0,2621.58,30212.0
2020-06-19,GOOGL,141.62,143.95,140.29,142.96,9761827.0,,,,,
2020-06-19,META,124.43,124.64,120.04,122.21,3606652.0,,,,,
2020-06-19,MSFT,362.42,366.9,362.15,362.86,6242629.0,,,,,
2020-06-19,TSLA,193.06,193.06,189.17,190.14,1854715.0,,,,,
2020-06-19,XRP,,,,,,1.4703,1.480031,1.434107,1.446925,52784.0
2020-06-22,AAPL,461.02,461.02,450.04,456.42,4809426.0,,,,,
2020-06-22,AMZN,172.61,172.61,167.13,169.16,4515035.0,,,,,
2020-06-22,BNB,,,,,,1030.52,1039.4,1030.52,1039.18,439882.0
2020-06-22,BTC,,,,,,16138.51,16138.51,15693.71,15720.88,451522.0
2020-06-22,ETH,,,,,,2561.08,2696.38,2561.08,2639.65,291755.0
2020-06-22,GOOGL,144.14,146.72,139.81,142.69,8897276.0,,,,,
2020-06-22,META,121.36,125.18,121.36,124.77,2145724.0,,,,,
2020-06-22,MSFT,363.78,363.78,359.11,359.76,6739480.0,,,,,
2020-06-22,TSLA,189.91,190.87,189.91,190.8,1209907.0,,,,,
2020-06-22,XRP,,,,,,1.398908,1.398908,1.365833,1.381637,36589.0
2020-06-23,AAPL,455.51,455.51,435.25,440.75,7292920.0,,,,,
2020-06-23,AMZN,169.32,176.54,162.74,166.91,1507755.0,,,,,
2020-06-23,BNB,,,,,,968.29,1108.86,968.29,1066.9,662449.0
2020-06-23,BTC,,,,,,15790.83,16753.89,15790.83,16534.18,1725411.0
2020-06-23,ETH,,,,,,2597.18,2597.18,2509.9,2552.44,89046.0
2020-06-23,GOOGL,142.18,147.28,142.18,144.42,4222744.0,,,,,
2020-06-23,META,124.64,126.13,124.64,125.8,44943669.0,,,,,
2020-06-23,MSFT,358.8,360.43,358.8,360.03,1491481.0,,,,,
2020-06-23,TSLA,190.34,194.2,190.34,193.89,3521784.0,,,,,
2020-06-23,XRP,,,,,,1.423029,1.434572,1.376224,1.405143,233681.0
2020-06-24,AAPL,439.28,446.33,439.28,442.98,13185043.0,,,,,
2020-06-24,AMZN,167.12,169.94,167.12,169.01,18488038.0,,,,,
2020-06-24,BNB,,,,,,1070.52,1090.84,1064.16,1072.24,7911.0
2020-06-24,BTC,,,,,,16410.64,17357.72,16410.64,17096.76,6414329.0
2020-06-24,ETH,,,,,,2521.7,2524.51,2443.28,2460.93,106794.0
2020-06-24,GOOGL,143.98,144.47,139.68,142.11,5913271.0,,,,,
2020-06-24,META,125.87,126.73,124.0,125.55,4010800.0,,,,,
2020-06-24,MSFT,358.13,358.34,355.26,356.84,740854.0,,,,,
2020-06-24,TSLA,193.84,193.84,192.83,193.41,6736539.0,,,,,
2020-06-24,XRP,,,,,,1.45655,1.527694,1.416649,1.510384,80506.0
2020-06-25,AAPL,444.98,444.98,441.14,441.21,1347598.0,,,,,
2020-06-25,AMZN,169.22,169.22,164.12,164.52,48638074.0,,,,,
2020-06-25,BNB,,,,,,1045.94,1076.46,1045.94,1074.72,171626.0
2020-06-25,BTC,,,,,,17898.31,17898.31,16805.73,16891.6,108265.0
2020-06-25,ETH,,,,,,2445.77,2520.34,2445.77,2508.69,112067.0
2020-06-25,GOOGL,142.49,146.24,141.12,143.81,3008872.0,,,,,
2020-06-25,META,125.24,125.24,123.75,124.24,824895.0,,,,,
2020-06-25,MSFT,357.97,365.1,357.97,364.71,1487204.0,,,,,
2020-06-25,TSLA,193.2,193.2,189.29,189.31,12306143.0,,,,,
2020-06-25,XRP,,,,,,1.565177,1.679581,1.565177,1.606039,366250.0
2020-06-26,AAPL,441.44,448.88,441.44,447.96,5734229.0,,,,,
2020-06-26,AMZN,165.68,165.68,164.01,164.38,2046722.0,,,,,
2020-06-26,BNB,,,,,,1037.33,1139.67,1037.33,1098.8,473334.0
2020-06-26,BTC,,,,,,15821.23,15964.82,15821.23,15913.03,429362.0
2020-06-26,ETH,,,,,,2433.3,2489.52,2409.31,2441.65,35429.0
2020-06-26,GOOGL,142.98,146.56,142.98,146.0,4680357.0,,,,,
2020-06-26,META,124.74,124.74,122.71,123.61,6027277.0,,,,,
2020-06-26,MSFT,363.81,365.26,363.81,364.63,563639.0,,,,,
2020-06-26,TSLA,190.53,190.53,187.65,187.68,2679842.0,,,,,
2020-06-26,XRP,,,,,,1.683449,1.708962,1.648817,1.685893,41885.0
2020-06-29,AAPL,446.81,449.47,436.69,444.45,3713114.0,,,,,
2020-06-29,AMZN,164.52,172.73,164.52,169.89,23152232.0,,,,,
2020-06-29,BNB,,,,,,1051.2,1051.2,991.56,1015.1,348287.0
